id,u,p,c,d,regp,hostRaw,level,rankLabel,rank,tags,private,source,notes,profileId,officialWebsite,profileAddress,rankingEligible,entityStatus,statusLabel,statusEffectiveFrom,statusSourceUrl,statusEvidence,hostBoundaryStatus,hostOverrideSourceUrl,hostOverrideEvidence,hostOverrideNote,originalHost,preferredRank,latestRankings,admissionFactCount,latestAdmissionYear,financeFactCount,latestFinanceYear
4111011149,中华女子学院,北京市,北京市,,北京市,北京市,本科,语14,444,[],False,教育部2026名录（CSV镜像）,,568,https://www.cwu.edu.cn/,"校本部：北京市朝阳区育慧东路1号,北校区：北京市昌平区科技园区创新路20号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 444.0, 'label': '2026软科分类标签 语14', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111011232,北京信息科技大学,北京市,北京市,,北京市,北京市,本科,182,251,[],False,教育部2026名录（CSV镜像）,,879,https://www.bistu.edu.cn/,"小营校区：北京市海淀区清河小营东路12号,沙河校区：北京市昌平区太行路55号,金台路校区：北京市朝阳区金台西路2号,酒仙桥校区：北京市朝阳区酒仙桥红霞路六街坊1号院,北京信息科技大学（张家口）：河北省张家口市怀来县土木镇松苑路3号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 251.0, 'label': '2026软科主榜 182', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111011413,中国矿业大学（北京）,北京市,北京市,,北京市,北京市,本科,76,91,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,1006,https://www.cumtb.edu.cn/,"学院路校区：北京市海淀区学院路丁11号,沙河校区：北京市昌平区沙河高教园区南二街9号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 91.0, 'label': '2026软科主榜 76', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111011414,中国石油大学（北京）,北京市,北京市,,北京市,北京市,本科,62,72,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,832,https://www.cup.edu.cn/,北京市昌平区城北街道府学路18号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 72.0, 'label': '2026软科主榜 62', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111011415,中国地质大学（北京）,北京市,北京市,,北京市,北京市,本科,75,90,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,830,https://www.cugb.edu.cn/,北京市海淀区学院路29号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 90.0, 'label': '2026软科主榜 75', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111011417,北京联合大学,北京市,北京市,,北京市,北京市,本科,306,458,[],False,教育部2026名录（CSV镜像）,,575,https://www.buu.edu.cn/,北京市朝阳区北四环东路97号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 458.0, 'label': '2026软科主榜 306', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111011418,北京城市学院,北京市,北京市,,北京市,北京市,本科,13,885,[],True,教育部2026名录（CSV镜像）,民办,559,https://www.bcu.edu.cn/,"顺义校区：北京市顺义区杨镇木燕路杨镇段26号,航天城校区：北京市海淀区西北旺皇后店路6号院,中关村校区：北京市海淀区北四环中路269号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 885.0, 'label': '2026软科主榜 13', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111011625,中国青年政治学院,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,,,,True,,,,,,,,,,,,{},0,,0,
4111011831,首钢工学院,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,583,https://www.sgit.edu.cn/,北京市石景山区晋元庄路6号,True,,,,,,,,,,,,{},0,,0,
4111012453,中国劳动关系学院,北京市,北京市,,北京市,北京市,本科,政11,422,[],False,教育部2026名录（CSV镜像）,,579,https://www.culr.edu.cn/,"北京校区：北京市海淀区增光路45号,涿州校区：河北省保定市涿州市东城坊镇",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 422.0, 'label': '2026软科分类标签 政11', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111013629,首都师范大学科德学院,北京市,北京市,,北京市,北京市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,819,https://www.kdcnu.com,北京市大兴区榆垡镇榆祥路10号,True,,,,,,,,,,,,{},0,,0,
4111013630,北京金融科技学院,北京市,北京市,,北京市,北京市,本科,财27+,1071,[],True,教育部2026名录（CSV镜像）,民办,1110,https://www.bjbuft.edu.cn/,北京市通州区宋庄南路甲1号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 1071.0, 'label': '2026软科分类标签 财27+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111013901,北京邮电大学世纪学院,北京市,北京市,,北京市,北京市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1115,http://www.ccbupt.cn/,北京市延庆区康庄镇西官路,True,,,,,,,,,,,,{},0,,0,
4111013904,北京工业大学耿丹学院,北京市,北京市,,北京市,北京市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1112,http://www.gengdan.cn/,北京市顺义区牛栏山镇牛富路3号,True,,,,,,,,,,,,{},0,,0,
4111014019,北京警察学院,北京市,北京市,,北京市,北京市,本科,政18,517,[],False,教育部2026名录（CSV镜像）,,3042,https://www.bjpc.edu.cn/,北京市昌平区南口镇南涧路11号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 517.0, 'label': '2026软科分类标签 政18', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111014201,北京第二外国语学院中瑞酒店管理学院,北京市,北京市,,北京市,北京市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1456,https://www.bhi.edu.cn/,北京市大兴区庞各庄镇工业区田园路11号,True,,,,,,,,,,,,{},0,,0,
4111014430,中国科学院大学,北京市,北京市,,北京市,北京市,本科,,999999,['双一流'],False,教育部2026名录（CSV镜像）,,3145,https://www.ucas.edu.cn/,"玉泉路校区：北京市石景山区玉泉路19号甲,雁栖湖校区：北京市怀柔区雁栖湖东路1号,奥运村校区：北京市朝阳区大屯路甲3号,中关村校区：北京市海淀区中关村东路80号",True,,,,,,,,,,,,{},0,,0,
4111014596,中国社会科学院大学,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,3254,https://www.ucass.edu.cn/,"良乡校区：北京市房山区长于大街11号,望京校区：北京市朝阳区望京中环南路1号",True,,,,,,,,,,,,{},0,,0,
4111014139,民政职业大学,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,2294,https://www.bcsa.edu.cn/,"大兴校区：北京市大兴区科苑东路1号,燕郊校区：河北省三河市燕郊高新区燕灵路454号",True,,,,,,,,,,,,{},0,,0,
4111010858,北京科技职业大学,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,818,https://www.bpu.edu.cn/,北京市经济技术开发区凉水河一街9号,True,,,,,,,,,,,,{},0,,0,
4111010853,北京工业职业技术学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,885,https://www.bgy.edu.cn/,北京市石景山区石门路368号,True,,,,,,,,,,,,{},0,,0,
4111010857,北京信息职业技术学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,882,https://www.bitc.edu.cn,"院本部：北京市朝阳区芳园西路5号,东校区：北京市朝阳区东坝红松园北里甲1号,花乡校区：北京市丰台区花乡辛庄90号",True,,,,,,,,,,,,{},0,,0,
4111011090,北京京北职业技术学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,907,https://www.jbzy.com.cn/,北京市怀柔区小中富乐一区188号,True,,,,,,,,,,,,{},0,,0,
4111011092,北京交通职业技术学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,910,https://www.jtxy.com.cn/,北京市昌平区西关环岛向西1公里,True,,,,,,,,,,,,{},0,,0,
4111011626,北京青年政治学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,881,https://www.bjypc.edu.cn/,"校本部：北京市朝阳区花家地街9号,平谷校区：北京市平谷区夏各庄北中环路36号",True,,,,,,,,,,,,{},0,,0,
4111012448,北京农业职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,918,https://www.bvca.edu.cn/,"长阳校区：北京市房山区长阳镇稻田南里5号,清河校区：北京市昌平区回龙观镇二拨子2号,北苑校区：北京市朝阳区北苑路46号院,香山校区：北京市海淀区香山普安店29号",True,,,,,,,,,,,,{},0,,0,
4111012451,北京政法职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,897,https://www.bcpl.edu.cn/,"大兴校区：北京市大兴区黄亦路2号（国家新媒体产业基地）,杨闸校区：北京市朝阳区管庄南街1号",True,,,,,,,,,,,,{},0,,0,
4111012561,北京财贸职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,899,https://www.bjczy.edu.cn,"校本部：北京市通州区北关大街88号,涿州校区：河北省涿州市双塔区大石桥团结路8号,朝阳校区：北京市朝阳区水碓子东路15号,东城校区：北京市东城区东四南大街礼士胡同41号",True,,,,,,,,,,,,{},0,,0,
4111012564,北京北大方正软件职业技术学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,912,https://www.pfc.edu.cn/,北京市通州区东方大学城,True,,,,,,,,,,,,{},0,,0,
4111012565,北京经贸职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,824,https://www.csuedu.com/,北京市房山区良乡长虹东路高教园区,True,,,,,,,,,,,,{},0,,0,
4111012566,北京经济技术职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,887,http://www.bibtedu.cn/,河北省廊坊市三河市燕郊经济开发区高楼镇,True,,,,,,,,,,,,{},0,,0,
4111012567,北京戏曲艺术职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,911,https://www.bjxx.com.cn/,北京市丰台区马家堡东里8号,True,,,,,,,,,,,,{},0,,0,
4111012568,北京汇佳职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,823,https://www.hju.net.cn/,北京市昌平区中关村科技园区昌平园创新路20号,True,,,,,,,,,,,,{},0,,0,
4111012733,北京科技经营管理学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,825,https://www.jgy1985.cn/,北京市昌平区沙河镇顺沙路6号院,True,,,,,,,,,,,,{},0,,0,
4111013703,北京科技职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,821,https://www.5aaa.com/,"沙河校区：北京市昌平区沙河沙阳路18号,八达岭校区：北京市延庆区祥元东路1号",True,,,,,,,,,,,,{},0,,0,
4111013728,北京培黎职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,820,https://www.bjpldx.edu.cn/,北京市海淀区双清路1号,True,,,,,,,,,,,,{},0,,0,
4111014073,北京经济管理职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2700,https://www.biem.edu.cn,"望京校区：北京市朝阳区花家地街12号,固安校区：河北省固安县永定北路005号",True,,,,,,,,,,,,{},0,,0,
4111014075,北京劳动保障职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1378,https://www.bvclss.cn/,"昌平校区：北京市昌平区南口路32号,朝阳校区：北京市朝阳区惠新东街5号",True,,,,,,,,,,,,{},0,,0,
4111014140,北京艺术传媒职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2641,http://www.bjamu.cn,北京市海淀区中关村科技园区聂各庄东路10号,True,,,,,,,,,,,,{},0,,0,
4111014215,北京体育职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2629,https://www.bjtzhy.org/,"院本部：北京市丰台区光彩北路4号,昌平区分校区：北京市昌平区沙河镇高教园区内,大兴区分校区：北京市大兴区芦城乡政府路21号",True,,,,,,,,,,,,{},0,,0,
4111014279,北京交通运输职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2637,https://www.bjjt.edu.cn,"大兴校区：北京市大兴区滨河街18号院,海淀校区：北京市海淀区四拨子北路16号院,通州校区：通州梨园镇云景东路90号,沙子口东校区：丰台区定安西里12号楼,沙子口西校区：丰台区东木樨园21号楼,车站路校区：通州区车站路71号院,北新桥校区：东城区北新桥三条36号",True,,,,,,,,,,,,{},0,,0,
4111014395,北京卫生职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2965,https://www.bjhvc.edu.cn/,"第三院区：通州区九棵树东路128号,第二院区：通州区玉带河西街24号,第一院区：房山区窦店镇大窦路12号",True,,,,,,,,,,,,{},0,,0,
4111014588,北京网络职业学院,北京市,北京市,,北京市,北京市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3216,https://www.bjwlxy.org.cn/index/worker/admissions.html,北京市房山区窦大路12号,True,,,,,,,,,,,,{},0,,0,
4112010055,南开大学,天津市,天津市,,天津市,天津市,本科,21,21,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,59,https://www.nankai.edu.cn/,"八里台校区：天津市南开区卫津路94号,津南校区：天津市海河教育园区同砚路38号,泰达校区：天津经济开发区宏达街23号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 21.0, 'label': '2026软科主榜 21', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4112010056,天津大学,天津市,天津市,,天津市,天津市,本科,20,20,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,60,https://www.tju.edu.cn/,"卫津路校区：天津市南开区卫津路92号,北洋园校区：天津市津南区雅观路135号,滨海工业研究院校区：天津市滨海新区临港经济区嘉陵江道48号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 20.0, 'label': '2026软科主榜 20', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4112010057,天津科技大学,天津市,天津市,,天津市,天津市,本科,158,217,[],False,教育部2026名录（CSV镜像）,,82,https://www.tust.edu.cn,"河西校区：天津市河西区大沽南路1038号,滨海校区：天津市经济技术开发区第十三大街9号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 217.0, 'label': '2026软科主榜 158', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4112010058,天津工业大学,天津市,天津市,,天津市,天津市,本科,133,184,['双一流'],False,教育部2026名录（CSV镜像）,,80,https://www.tiangong.edu.cn/,天津市西青区宾水西道399号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 184.0, 'label': '2026软科主榜 133', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4112010059,中国民航大学,天津市,天津市,,天津市,天津市,本科,226,318,[],False,教育部2026名录（CSV镜像）,,88,https://www.cauc.edu.cn,"东丽校区：天津市东丽区津北公路2898号,宁河校区：天津市宁河区现代产业区永定新河北路1号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 318.0, 'label': '2026软科主榜 226', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
